time_taken,net_power
25.385,-23.271
25.018,-28.148
25.02,5.137
25.024,-35.717
24.939,-37.463
24.86,-78.765
25.02,-61.142
25.033,-101.61
25.371,-53.135
25.019,-51.455
24.993,-17.32
25.038,26.883
25.004,-31.828
25.021,-42.446
25.008,-78.892
24.601,-50.914
24.581,-6.6374
24.233,55.665
23.862,40.884
23.027,-36.541
19.598,-92.952
18.592,39.1
24.766,211.98
25.023,16.593
25.361,-7.0717
25.012,-74.979
25.012,-189.6
24.926,-269.98
24.37,-298.02
24.366,-181.43
25.029,47.082
25.02,98.999
25.355,31.773
25.009,-10.5
25.021,-98.831
25.031,-19.682
25.016,21.017
25.019,-7.6977
25.011,-30.087
25.011,25.818
25.002,-13.9
25.351,8.0095
25.007,11.241
25.007,47.159
24.999,41.634
25.005,132.88
24.988,66.635
25.004,218.36
25.04,66.131
25.253,219.52
24.929,121.14
25.041,113.6
24.949,40.457
25.052,57.956
25.058,17.353
25.051,59.097
25.388,101.34
25.066,40.574
25.036,210.64
25.05,277.01
25.024,345.66
24.989,74.671
25.03,123.55
25.064,94.46
25.028,343.62
25.394,45.017
25.052,370.9
25.038,480.11
25.002,499.85
25.023,239.89
25.039,83.035
25.041,49.979
25.021,224.27
25.381,112.82
25.037,116.86
25.017,6.0455
25.06,-239.12
25.041,-59.598
25.028,-45.504
25.052,-175.39
25.049,-21.807
25.39,154.23
25.029,234.42
25.02,347.23
25.041,221.14
25.046,35.406
25.028,216.05
25.031,91.455
25.035,214.72
25.371,231.16
25.03,123.66
25.02,161.62
25.025,342.64
25.052,383.53
25.003,514.97
25.016,242.87
25.043,83.048
25.357,360.86
25.049,-71.104
25.055,9.3232
25.049,401.64
25.004,382.96
25.022,156.14
25.022,112.58
25.037,129.73
25.364,163.05
24.609,102.55
24.454,115.32
24.635,-143.77
24.01,-75.891
23.682,17.099
23.09,-43.262
22.458,-59.292
20.59,-13.473
18.001,86.743
17.936,-52.383
20.226,12.758
21.494,-61.563
21.642,285.57
21.661,152.41
21.977,170.77
24.856,236.37
33.009,221.47
23.421,114.39
23.542,156.02
22.609,491.21
22.8,252.2
24.017,448.29
24.09,392.5
24.493,571.95
24.906,922.02
24.597,128.46
24.524,814.72
24.901,-514.26
24.627,751.27
24.493,646.64
24.971,248.69
24.431,725.46
24.692,516.79
24.257,1429.2
24.148,1016.4
23.825,734.81
23.794,-764.76
23.417,692.87
26.414,1052
20.931,1082
22.298,154.18
22.302,809.07
22.524,733.2
22.278,574.77
22.32,354.01
22.447,1524.4
21.989,736.52
21.597,-0.44432
22.464,527.07
22.313,1726.3
21.925,1588.8
22.116,227.48
21.358,891.5
23.941,703.96
20.228,411.7
24.297,578.19
22.326,-40.902
22.483,968.75
22.055,430.73
20.997,539.9
21.628,592.82
18.771,191.93
10.785,126.94
2.0222,25.304
0.030379,52.456
0.24156,-11.036
1.1397,-14.175
0.084278,-22.309
0.2298,-32.358
0.29595,35.636
0.037729,-31.436
0.062228,-31.155
0.080848,-21.505
0.061738,-36.504
0.44393,-48.738
20.957,-388.99
0.92216,-397.39
0.033319,-392.14
0.12201,-394.22
0.22098,-377.2
15.641,503.04
16.56,-830.96
2.1109,-842.42
0.063208,-929.71
0.055369,-928.14
0.10339,-923.99
0.31261,-905.25
0.17542,-894.15
2.0682,-749.18
0.033809,-745.74
0.48215,-707.88
0.031359,-705.39
0.17493,-690.41
4.5226,-262.3
16.555,892.54
180,417.31
180,417.18
180,416.13
180,415
180,413.77
180,412.25
180,408.13
180,403.97
180,402.15
180,400.2
1.0246,591.66
0.12103,568.96
0.16905,542.11
0.039689,539.41
0.2004,508.75
0.49881,427.25
0.10633,411.49
0.034299,406.84
0.070068,394.58
0.064678,390.63
0.1029,365.23
0.10878,343.96
0.269,301.3
0.74821,168.97
0.17983,137.89
1.3382,-150.66
0.34299,-218.82
0.055859,-233.77
0.13034,-257.36
0.033319,-266.67
0.051939,-275.65
0.01617,-286
0.1274,-304.44
0.10339,-330.87
0.082808,-350.55
1.1015,-547.66
16.315,96.568
18.293,627.76
18.237,842.33
19.782,636.28
1.2157,570.03
0.82318,545.35
2.1035,605.37
19.774,477.64
21.573,147.93
23.206,-95.531
27.453,235.52
22.552,395.3
22.485,688.43
22.525,520.73
22.802,131.36
21.945,116.98
20.141,478.52
22.968,433.91
22.761,392.24
22.722,341.37
22.801,18.653
23.306,292.79
20.833,422.44
21.613,348.8
1.3651,379.62
0.18816,404.69
2.0707,446.77
13.035,450.07
28.651,372.58
31.303,378.6
29.649,-591.4
28.592,1141.6
33.882,205.37
22.338,122.3
19.911,237.73
22.88,122.45
18.315,212.22
18.825,438.72
22.978,156.71
16.695,695.75
17.031,-9.2448
18.019,297.27
22.213,350.13
25.246,302.31
25.206,293.82
25.453,283.24
25.224,-249.08
25.541,-222.46
25.663,156.79
26.026,-86.138
26.82,209.04
21.981,180.45
23.935,13.346
23.758,-468.12
22.968,-150.2
23.888,-9.9478
25.051,644.15
25.322,292.83
25.089,-158.08
25.165,-50.919
27.053,-19.207
28.697,-94.992
28.91,-107.37
25.681,-385.02
25.354,-35.846
25.597,229.44
25.294,213.42
25.577,-86.847
24.88,-400.85
23.97,-269.21
25.236,77.285
28.158,-119.51
28.049,-154.78
26.802,-115.92
24.997,-357.65
24.816,-391.7
23.71,-327.13
23.618,-194.57
23.907,291.51
23.691,330.99
23.859,972.17
23.566,931.82
23.393,558.44
23.397,301.7
23.147,781.57
23.362,787.13
23.142,323.74
23.16,215.32
23.381,784.01
23.139,609.32
23.353,388.15
23.14,321.06
23.171,318.07
23.423,431.9
23.181,151.36
23.181,115.88
23.438,354.09
23.172,311.62
23.44,115.18
23.169,252.46
23.192,151.59
23.453,119.93
23.407,-444.16
23.857,-223.52
24.215,-914.48
24.201,363.31
24.06,967.85
24.308,562.7
24.336,-403.73
24.212,-621.09
24.31,132.99
24.406,-533.34
24.128,-174.2
24.379,259.07
24.202,433.63
24.153,356.95
24.1,433.06
23.864,568.54
24.084,284.96
24.151,450.02
23.962,796.08
23.394,629.9
23.693,465.26
23.611,684.33
23.617,576.6
23.388,258.68
23.742,78.603
23.825,919.32
23.628,453.1
23.888,224.41
23.916,62.21
23.658,316.59
23.605,291.72
23.96,255.93
23.803,861.72
23.963,227.63
24.109,286.73
23.832,208.5
24.138,11.692
24.154,108.39
23.671,772.72
23.707,128.52
23.634,-401.21
24.024,-504.56
24.143,231.73
24.159,586.23
23.822,350.23
24.705,37.169
24.318,548.88
24.715,-264.4
24.682,157.59
24.694,395.66
24.145,867.31
24.142,708.54
24.127,792.87
24.093,546.46
24.128,358.75
23.87,116.92
24.135,394.18
23.84,430.95
24.091,469.88
24.127,371.32
24.288,394.85
24.117,393.42
24.576,495.87
24.628,601.16
24.357,326.82
24.7,-253.81
24.518,200.74
24.109,-657.18
24.114,940.64
23.784,1082.4
24.235,287.15
24.828,-860.33
25.719,-530.36
25.834,262.4
25.407,-176.76
25.44,-588.07
25.274,410.03
25.3,-457.1
25.12,-961.16
26.511,195.49
26.574,785.67
26.219,886.67
26.519,536.35
25.863,399.78
27.712,424.57
18.267,529.13
16.154,661.29
17.926,596.81
17.976,316.28
18.189,36.967
19.233,355.58
19.911,594.91
20.797,422.9
21.974,60.71
23.307,-83.162
23.572,311.2
23.567,151.8
23.9,50.992
23.896,-25.279
23.689,-225.73
23.813,-209.25
23.606,-303.61
23.894,-319.75
23.859,26.57
23.426,-73.436
23.799,287.99
24.093,611.09
23.795,431.67
23.941,363.65
24.493,210.06
24.679,208.76
25.303,339.12
27.708,273.2
28.829,375.52
29.573,290.03
21.204,244.03
19.22,-89.718
23.793,-9.8687
24.237,-438.38
23.676,356.12
24.184,141.64
24.012,892.94
24.032,483.6
23.728,461.25
23.946,581.16
23.995,267.78
24.126,446.5
24.016,449.76
24.303,314.31
24.267,227.01
24.044,250.15
24.01,298.35
24.553,169.36
24.32,191.38
24.276,313.72
24.026,67.831
24.255,-11.333
24.267,-683.71
24.386,-62.742
24.238,743.99
24.042,1.5752
24.251,-1139.1
23.759,598.91
23.906,724.11
24.212,763.53
24.139,232.69
24.026,-135.88
24.409,-397.08
24.247,184.83
24.12,-331.12
24.297,159.57
24.346,91.303
24.245,-676.49
24.254,73.962
24.418,-164.7
24.175,687.75
23.958,313.27
24.113,76.727
23.953,-792.3
24.178,-372.19
28.537,188.69
17.882,-69.493
52.124,40.072
30.591,59.217
285.43,-53.335
58.867,-90.109
122.9,-68.506
89.126,18.062
132.85,-43.004
114.42,-9.7024
54.548,-138.01
9.125,220.4
17.592,377.15
17.368,80.623
17.333,-185.41
17.237,-155.18
17.244,-42.599
16.931,-276.19
17.233,-216.59
17.489,55.35
18.292,52.504
18.515,217.92
19.083,20.769
19.049,-129.35
18.28,-239.9
17.642,99.859
17.253,206.85
17.179,-56.381
17.196,-21.22
17.19,-33.069
17.195,-56.574
17.17,-197.17
17.182,-381.15
17.17,-412.53
17.224,-920.93
17.684,-745
17.927,-567.9
18.134,-428.89
18.058,-27.602
17.72,190.61
17.72,239.5
17.694,22.942
17.677,-182.03
17.731,-328.7
17.815,-179.47
17.899,-253.87
17.877,-375.52
18.032,-733.91
18.303,-90.345
18.187,333.25
18.569,161.06
18.204,320.76
18.259,-196.3
18.257,-221.16
18.26,2.3905
18.268,-60.328
18.511,-72.413
18.609,-166.88
18.58,-199.14
18.749,-362.51
18.688,-297.43
18.477,-691.79
18.446,-22.902
18.495,345.83
18.335,646.21
18.4,-87.859
18.453,-414.85
18.392,-48.155
18.481,-575.53
18.47,30.64
18.406,422.35
18.44,253.19
18.375,331.52
18.386,-167.5
18.412,-206.59
18.204,73.319
18.194,-318.73
18.254,-564.97
18.25,-222.77
18.257,-18.338
18.245,-63.698
18.243,-205.11
18.23,-374.78
18.101,-619.1
17.86,-247.27
17.734,-227.09
17.683,84.313
17.712,-338.51
17.704,-572.36
17.763,-720.38
17.719,-198.86
17.7,-243.56
17.729,-605.6
17.707,-601.11
17.76,-655.43
17.711,-422.82
17.719,-681.81
17.764,-797.16
17.725,-265.85
17.715,21.036
17.74,-329.13
17.695,39.412
17.666,-357.99
17.718,-1250.6
17.495,-863.14
17.365,-606.45
17.432,-374.89
17.343,374.67
17.359,212.4
17.349,137.86
17.365,-67.689
17.362,-109.28
17.379,-269.79
17.228,-31.085
17.182,-227.88
17.188,-235.21
17.213,-443.81
17.307,-244.73
17.326,-213.34
17.37,-906.94
17.377,-726.44
17.635,-480.28
17.348,-69.847
17.354,-300.6
17.396,-769.47
17.374,-407.99
17.362,-706.76
17.374,-568.18
17.344,-902.29
17.457,-1205
17.413,67.445
17.662,442.63
18.042,233.76
18.081,-27.918
18.021,445.38
18.055,208.5
18.044,197.01
18.047,169
18.05,-24.834
17.933,43.192
17.878,557.37
17.865,333.36
17.765,185.46
17.739,177.32
17.692,351.04
17.445,296.88
16.966,289.24
17.041,-451.19
17.2,142.6
17.821,608.19
20.716,190.65
22.119,-148.43
26.768,-15.12
31.145,-81.253
21.513,-337.74
20.697,-305.39
20.368,-275.21
15.59,65.759
16.613,-683.33
15.691,-52.226
0.4895,-49.956
19.767,327.47
19.65,187.04
19.033,37.19
19.553,-71.414
20.412,131.06
20.557,19.797
20.908,-563.03
20.577,-372.26
21.109,132.64
21.802,458.68
20.243,-31.735
16.541,-315.89
17.569,-877.05
20.506,-787.87
21.995,-153.59
21.965,217.35
21.905,176.05
21.954,-404.71
22.222,-356.84
21.947,-173.41
21.991,-454.94
21.797,-397.99
21.801,-347.76
21.541,-262.49
21.5,-25.059
21.508,-334.3
21.811,-463.62
21.503,-598.67
21.534,-611.57
21.55,-1167.5
21.828,-630.16
21.536,-30.826
21.615,95.796
21.8,91.645
22.414,-31.773
22.215,-750.86
22.159,23.628
22.192,-154.49
22.446,-106.65
22.173,-277.41
22.176,-309.06
22.146,-458.78
22.042,-371.72
21.759,-482.64
21.759,-412.26
21.733,-158.22
21.874,-343.01
21.517,-179.17
21.406,-200.1
21.308,-110.49
21.551,-326.35
21.314,-568.56
21.303,-512.56
21.337,-518.88
21.773,-584.61
21.664,-788.3
21.725,-923.95
21.551,-576.8
21.849,-385.93
21.922,-390.16
22.167,-448.22
22.015,-537.73
21.528,-663.73
21.78,-763.6
21.509,-654.94
21.567,-606.93
21.77,-870.77
21.537,-709.4
21.58,-702.12
21.375,-172.05
21.361,-74.255
22.11,-79.452
22.384,-72.898
22.138,73.231
22.119,-62.964
22.186,-107.2
21.961,-184.09
22.242,-118.7
22.265,-422.12
21.298,-431.65
20.429,-85.076
20.867,-46.687
21.135,-246.67
20.827,-473.14
20.405,-395.1
22.923,-369.04
23.061,-388.01
22.175,-373.7
24.835,-463.06
28.001,-547.39
28.007,-524.25
28.339,-448.8
28.011,-532.73
28.011,-467.07
28.032,-576.96
28.375,-534.04
28.023,-562.35
28.039,-641.42
28.035,-765.11
28.397,-683.84
28.026,-547.01
28.034,-589.86
28.043,-681.78
28.363,-482.63
28.016,-466.76
28.01,-273.63
27.96,-172.77
28.339,-470.46
28.118,-551.23
28.228,-571.52
28.201,-450.4
28.559,-530.56
28.209,-410.07
28.215,-451.99
28.226,-490.03
28.551,-299.65
28.207,-540.12
28.205,-546.07
28.199,-542.23
28.581,-716.13
28.202,-186.16
28.187,-152.29
28.188,-460.47
28.517,-438.73
28.209,-620.66
28.174,-473.98
28.16,-823.03
28.651,-1192.3
28.168,-134.8
28.185,-353.71
28.195,-534.39
28.536,-855.29
28.206,-728.09
28.174,-659.49
27.817,-727.16
28.175,-920.66
27.785,-667.52
27.829,-877.39
27.779,-433.27
180,89.822
180,87.552
180,84.572
180,81.616
180,78.414
180,75.022
180,71.669
180,68.033
180,64.043
180,60.228
180,56.309
180,51.734
180,47.164
180,42.989
180,38.314
180,33.315
180,28.738
180,23.861
180,18.486
180,13.423
180,8.4911
180,3.1846
180,-2.0376
180,-7.0018
180,-11.841
180,-14.598
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
178.02,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-15
180,-14.977
180,-13.104
180,-8.4401
180,-3.0104
180,2.1752
180,7.6428
180,13.373
180,18.552
180,23.457
180,28.7
180,33.688
180,38.318
180,43.06
180,47.76
180,52.145
180,56.503
180,60.866
179,64.7
28.077,-181.2
27.728,-238.31
27.714,-119.91
27.741,22.72
28.092,-117.82
66.047,-151.07
16.363,-277.14
16.556,-342.95
6.0896,-296.61
1.3744,-298.14
8.7473,47.151
1.8247,14.394
6.5874,-301.61
180,73.205
180,75.416
180,78.436
180,81.646
180,84.869
180,87.298
180,89.769
180,92.646
180,95.017
180,97.164
1.3823,-267.21
1.0138,-268.01
0.10535,-245.79
0.46059,-267.13
0.18081,-281.75
0.49489,-250.64
2.0741,-253.8
0.076438,-258.11
7.5561,227.06
1.7012,309.1
0.71097,329.98
0.028419,268.37
0.027439,270.25
5.4242,399.08
15.592,-83.636
18.231,30.289
16.788,115.59
16.274,-155.67
19.117,-220.02
18.419,-104.6
18.434,-310.83
18.32,-320.02
26.145,-650.11
26.834,-82.208
26.745,121.93
26.765,-284.9
26.756,-441.19
27.111,-339.31
26.749,-305.51
26.422,-235.09
26.76,-363.62
26.779,-341.71
26.739,-268.84
26.404,-394.07
26.396,-478.81
26.402,-239.61
26.359,-255.96
26.395,-567.59
26.715,-494.61
26.395,-533.29
26.346,-503.36
26.366,-793.26
26.44,-421.82
26.601,520.77
26.327,-247.58
26.367,-476.95
26.303,-322.37
26.402,-875.99
26.665,-11.25
26.136,-163.46
22.066,-234.01
20.316,-69.623
25.307,-24.767
26.316,157.78
21.845,-243.35
19.27,-105.32
26.173,-129.41
24.837,-139.09
24.964,-114.44
23.711,-180.74
22.852,-247.06
24.613,-183.62
23.636,86.117
24.668,31.036
24.939,-121.47
23.157,-213.6
23.744,-128.85
23.444,97.917
26.314,-48.989
24.15,-64.672
24.419,-106.28
24.471,-202.85
24.958,-198.77
27.068,-35.842
25.971,-186.53
26.372,-190.43
28.891,-71.93
25.676,-77.285
26.754,-115.23
25.625,37.073
25.345,1.7403
26.89,-6.4084
28.438,-41.627
27.615,-23.059
29.046,44.758
31.669,22.748
23.927,-91.292
25.74,-82.837
27.684,-102.95
23.042,10.617
24.192,230.47
25.955,-50.587
24.504,-9.265
24.662,-78.967
23.953,-65.208
27.508,-17.693
26.812,-43.016
24.725,-50.333
25.694,-65.583
26.089,-77.176
28.096,-18.57
24.865,13.663
24.738,-61.486
24.747,-58.38
26.469,28.946
24.31,-39.982
24.244,-405.42
24.86,-206.04
25.711,355.92
24.284,221.59
24.735,71.023
24.826,17.84
24.84,-150.02
24.196,-390.51
24.325,-731.52
26.697,213.06
25.887,213.16
22.995,-7.0221
24.082,28.75
24.843,93.519
23.921,67.028
24.713,115.36
25.184,94.452
23.962,-29.379
24.756,-54.872
25.475,-44.557
25.569,-201.14
23.529,-62.199
23.835,-140.9
26.684,-249.61
24.212,-12.676
23.981,-100.26
25.847,-68.632
25.866,-223.83
25.402,-334.01
25.937,-145.95
25.188,97.179
24.727,45.302
24.633,-74.751
25.399,-36.805
24.705,-17.1
25.121,-72.93
26.142,-26.025
23.718,33.907
24.557,-85.824
23.635,-52.253
23.086,-36.249
23.943,-102.34
25.909,20.338
25.997,66.741
25.37,64.041
24.224,36.36
26.033,28.827
22.962,24.6
23.743,-147.55
23.452,-243.21
23.228,-320.94
23.599,-292.33
24.593,-203.66
24.372,30.143
23.188,131.78
24.35,-369.1
25.041,-383.64
25.251,-315.57
23.704,-325.69
23.497,-161.48
23.249,-84.95
23.585,3.0548
24.656,-172
23.917,-257.69
23.244,-156.34
26.81,-69.463
23.4,-245.16
24.257,-370.74
23.256,-25.618
22.535,170.67
23.217,117.35
23.304,160.37
23.835,65.35
24.444,-90.418
23.923,16.771
23.982,70.035
23.617,-191.59
23.15,142.62
25.259,235.75
24.14,182.62
23.261,50.615
24.354,-95.405
23.933,-178.04
22.906,-209.24
22.898,101.32
24.004,-18.542
24.051,-188.86
23.874,460.15
23.14,355.19
24.919,81.039
23.728,-50.493
24.018,-125.32
22.93,419.15
23.198,145
22.985,73.843
23.057,-5.623
23.547,4.8116
23.954,-76.477
24.048,-44.006
23.208,-80.609
23.479,-54.685
23.216,-40.875
23.233,-53.847
23.217,-68.617
23.44,-29.517
23.405,-68.209
22.748,30.375
22.967,1.8036
23.177,-1.0495
23.476,11.293
23.039,12.846
22.976,-45.529
23.916,-71.975
23.434,-143.12
19.975,-108.93
19.013,18.464
20.643,55.812
23.139,-28.081
23.896,12.345
24.193,-39.673
23.245,-48.58
23.507,-19.237
23.839,1.6349
23.806,-18.64
24.718,28.299
24.972,231.34
25.202,-12.123
24.228,-59.685
22.752,-73.645
23.694,-91.902
22.99,-138.61
23.666,-33.404
24.459,85.791
25.025,221.32
23.145,27.904
23.836,-9.0303
22.78,20.896
23.012,-31.164
25.21,-52.922
24.679,-356.9
23.899,200.66
25.707,-154.7
23.947,-1412.4
23.188,-1399.3
23.51,104.25
23.487,249.45
23.527,-53.215
23.664,37.5
23.401,-42.169
23.103,-133.77
23.042,-30.644
24.178,171.78
23.376,269.42
23.469,187.84
22.947,13.435
23.463,-53.213
23.249,126.46
23.474,374.26
50.832,213.25
11.394,92.765
0.069088,99.988
13.328,110.1
20.482,71.06
21.343,225.62
19.975,270.8
20.446,264.78
21.13,291.88
21.727,344.52
21.775,133.63
21.246,67.056
20.202,90.087
19.482,128.33
21.064,110.09
21.073,217.73
21.386,210.56
21.877,190.83
22.363,206.25
20.887,117.37
20.851,24.77
21.221,-41.352
21.45,-62.014
21.312,0.69248
20.885,111.18
21.317,22.475
21.819,388.48
21.546,236.41
21.459,53.235
20.842,107.4
21.063,198.32
21.04,232.53
20.71,168.84
21.058,171.85
21.242,184.93
20.896,165.84
21.207,147.8
21.092,166.66
20.855,144.26
20.88,138.24
21.283,140.8
22.303,83.743
20.308,92.897
20.377,52.626
21.215,4.1887
21.251,-8.9823
22.711,9.4014
20.377,67.465
21.788,-37.841
21.634,-176.24
21.687,-808.83
20.893,-203.47
20.842,15.805
21.544,-381.49
21.76,-289.1
22.261,147.55
19.889,405.11
22.114,388.83
22.516,174.95
20.701,174.25
21.33,127.67
22.998,32.036
21.502,149.8
20.668,212.83
21.446,151.39
21.282,-123.74
22.257,-222.61
24.145,-313.67
25.721,-324.23
24.107,-312.75
24.168,-259.52
26.539,229.53
24.536,688.11
24.328,630.38
26.028,463.51
24.041,261.7
26.575,124.25
23.903,167.8
24.18,233.32
24.662,398.88
26.304,192.79
24.005,307.16
24.512,486.32
24.351,359.4
24.274,206.44
22.844,225.33
26.639,325.12
24.981,547.96
25.029,372.51
25.801,199.75
25.217,388.61
24.983,205.48
24.622,-155.42
24.679,-30.446
24.805,415.05
25.059,-26.7
24.499,-106.17
25.08,230.14
25.003,180.76
24.641,367.62
24.259,307.93
24.864,155.34
24.29,248.84
24.773,214.45
24.963,274.72
24.944,206.55
24.375,-10.793
24.645,33.332
24.27,-35.285
24.551,102.74
24.503,188.91
24.615,143.24
24.597,201.22
24.237,311.45
24.822,208.62
25.542,57.044
24.948,88.198
23.494,180.38
24.799,103.55
24.405,4.2364
24.659,76.466
25.076,80.09
24.543,120.79
24.572,237.31
24.624,280.15
24.652,243.78
24.63,194.09
24.479,10.875
24.871,-60.459
24.36,-75.536
24.964,-67.767
23.943,358.42
24.607,484.5
24.874,378.14
24.543,395.94
25.716,389.09
24.254,397.95
24.86,366.6
24.68,379.79
25.716,341.06
24.84,219.69
24.275,195.55
25.208,323.91
25.672,310.1
24.848,261.03
23.988,252.94
23.439,250.31
25.219,192.77
24.841,143.87
24.079,155.43
24.301,237.51
24.971,365.82
23.274,377.17
19.839,373.06
24.742,230.21
25.45,198.37
24.805,244.24
24.811,262.39
24.608,170.43
24.601,149.03
24.063,124.07
23.933,118.92
24.459,184.37
24.735,104.97
24.602,160.56
24.881,118.04
24.539,125.71
24.423,-181.24
24.962,-88.25
24.892,6.8244
24.846,-213.51
24.476,-180.75
25.695,126.18
25.343,310.83
26.287,364.9
23.419,406.33
25.099,347.16
25.031,260.76
23.649,249.11
25.778,210.37
25.649,-18.008
24.864,-93.933
24.289,89.154
24.172,205.29
23.938,353.81
24.119,294.05
24.561,278.04
25.343,250.46
26.329,125.05
24.438,89.965
23.962,-63.656
25.763,4.8452
25.416,-51.623
24.602,158.21
24.698,42.654
24.084,33.239
24.986,159.98
24.719,140.33
23.959,47.656
24.377,289.15
24.614,380.79
24.987,231.77
25.089,167.88
24.632,287.03
24.248,109.51
25.617,219.52
24.567,42.654
24.607,46.64
25.192,52.206
24.783,153.67
24.459,176.3
24.131,55.78
24.384,141.52
24.704,179.78
24.6,97.604
24.501,181.77
24.534,-33.344
24.291,-250.58
24.441,-382.4
24.906,-411.61
24.57,-477.2
24.523,337.38
25.472,1060.6
25.062,33.842
24.293,-485.04
24.106,-613.87
25.078,-530.6
24.682,-563.23
24.858,337.92
24.841,662.92
24.026,592.29
24.92,528.89
24.994,495.02
24.783,163.57
25.626,-436.46
25.741,-458.79
24.859,-470.91
25.355,-291.81
25.723,42.077
24.979,479.36
24.946,644.65
25.138,604.79
25.138,554.64
24.682,393.08
25.906,303.52
25.236,285.07
25.086,341.72
24.847,466.49
25.547,419.2
24.94,658.69
25.326,871.42
24.579,705.07
25.196,211.87
25.355,-366.48
24.978,-307.21
25.493,-216.73
24.845,282.43
25.19,652.21
24.957,620.51
25.156,537.15
25.018,441.85
25.104,384.46
24.687,413.93
25.627,436.66
25.451,391.1
24.124,317.54
25.049,114.69
25.829,57.237
24.635,-30.755
25.84,418.58
24.786,494.25
25.109,400.75
25.337,395.5
25.339,404.87
25.006,311.09
24.802,151.37
24.653,-22.208
25.188,132.44
25.963,250.67
25.277,287.9
24.044,340.64
25.079,245.96
25.493,347.45
25.857,412.51
25.013,353.48
24.438,295.02
25.393,272.61
24.818,300.19
24.839,255.96
25.571,312.15
25.535,293.34
25.513,296.62
24.805,327.21
24.647,261.24
24.49,181.21
24.854,317.83
24.462,261.34
24.853,267.74
25.163,148.71
24.882,-130.08
24.583,104.86
25.898,162.14
24.952,167.24
25.742,144.17
25.651,312.42
25.973,227.11
25.229,164.51
26.478,195.6
25.388,146.87
25.931,366.2
24.701,222.57
25.913,174.81
24.982,350.82
24.329,467.11
24.635,375.79
25.022,30.935
24.858,62.934
25.54,179.9
24.641,376.45
24.251,259.56
24.68,256.19
25.275,59.315
25.536,-266.45
25.058,77.167
25.284,-48.618
25.443,385.1
24.484,341.59
25.403,658.47
25.271,727.19
24.072,672.92
24.483,244.66
24.323,429.98
24.542,549.38
24.848,616.35
24.838,570.03
24.454,232.81
24.375,286.75
25.16,280.76
25.949,156.93
24.062,360.43
23.973,179.4
24.591,325.04
25.282,153.62
24.344,158.45
24.497,307.01
24.498,48.538
24.925,-154.94
24.142,-187.81
25.952,145.44
24.693,160.11
25.106,276.06
24.645,310.04
23.897,297.65
24.412,280.1
24.904,176.52
24.703,230.38
24.974,77.666
24.413,345.08
24.873,373.7
25.138,330.44
24.47,324.44
28.479,208
28.85,183.12
29.196,185.88
30.236,271.3
30.424,69.175
30.223,-17.086
30.15,470.73
30.653,218.18
30.766,133.01
30.194,130.96
29.744,365.74
30.098,585.56
30.719,432.43
31.453,254.02
29.006,262.25
24.19,418.56
23.967,412.3
24.057,-18.27
23.988,50.034
23.957,205.64
24.444,189.26
25.645,371.55
24.15,448.5
23.646,445.87
23.674,491.18
25.672,413.56
25.633,-122.12
24.251,-340.67
24.226,525.44
23.843,959.28
23.953,-93.506
25.297,-218.54
23.989,-240.56
24.498,180.47
24.802,462.5
24.297,155.54
23.755,77.496
23.291,625.85
23.611,785.6
25.737,544.42
23.964,-390.51
23.323,72.844
23.777,400.34
25.015,319.92
23.929,-95.41
23.992,147.88
23.978,307.59
23.962,557.67
23.919,757.22
23.842,228.1
23.959,-234.6
26.815,223.43
25.373,473.55
24.341,-437.28
24.851,-157.08
24.463,64.203
23.541,223.75
23.711,231.23
24.286,27.741
24.245,-153.07
24.127,-252.77
24.862,-49.598
24.641,146.71
24.102,384.61
24.395,496.28
23.694,119.8
23.346,76.468
24.761,-147.56
23.85,-250.17
24.402,-9.4297
24.567,335.19
23.923,502.41
23.935,513.26
23.96,502.61
23.912,273.95
24.098,-90.25
23.895,-91.814
24.229,358.04
24.252,319.03
24.164,-33.284
24.077,-43.446
23.809,130.84
23.66,241.48
24.003,378.87
24.284,594.54
24.3,519.24
23.55,261.24
23.79,20.233
24.199,-250.5
24.237,-198.56
24.23,464.64
23.923,691.55
23.025,-189.68
24.155,-158.38
25.146,248.89
23.909,-148.85
24.139,-118.07
23.668,250.45
23.158,439.07
24.814,525.6
24.863,277.43
24.356,-78.887
24.553,-100.05
23.589,0.66876
23.491,87.949
23.473,430.49
23.475,268.67
23.967,1.6364
24.175,-153.41
24.024,-150.25
24.237,138.71
24.865,127.08
24.184,140.44
22.811,-120.35
24.592,5.9118
24.121,-87.519
23.929,-15.903
24.005,967.23
23.853,1318
23.879,605.53
23.95,546.1
23.764,705.3
23.906,635.27
24.194,-24.558
24.057,-479
24.107,-134.16
23.955,-83.998
